image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees
20160405_171456_1_361,2,0,1,161,160,190.65,0.0,0.01049,68.31,201.73,4.1914,9657,45.21
20160405_171456_641_361,15,11,2,1078,1092,1243.19,0.008848,0.012066,29.41,86.36,19.9883,46053,20.66
20160405_171712_1281_1,6,2,2,239,238,271.14,0.007376,0.022129,22.22,77.19,2.6758,6165,94.45
20160405_171712_1281_361,18,17,1,1505,1523,1732.18,0.009814,0.010392,27.49,98.79,23.9023,55071,162.15
20160405_171712_1281_721,5,3,4,434,433,492.65,0.00609,0.010149,23.12,76.0,4.2127,9706,7.67
20160405_171712_1921_1,5,3,1,571,573,681.94,0.004399,0.007332,22.06,63.12,10.1966,23493,150.62
20160405_171712_1921_1081,6,4,1,569,571,662.96,0.006034,0.00905,31.42,101.96,12.77,29422,76.77
20160405_171712_1921_721,3,2,1,441,442,508.27,0.003935,0.005902,30.69,86.76,8.6836,20007,64.22
20160405_171712_1_361,13,11,1,1011,1026,1130.38,0.009731,0.011501,34.73,132.63,17.7005,40782,5.69
20160405_171712_1_721,5,4,2,326,329,375.81,0.010644,0.013305,32.36,98.39,4.0642,9364,12.26
20160405_171712_641_361,7,4,2,323,326,354.17,0.011294,0.019765,13.67,45.97,2.4245,5586,165.36
20160405_171712_641_721,11,13,1,926,942,1099.4,0.011825,0.010005,26.06,82.71,14.8364,34183,177.78
20160405_171716_1281_361,4,3,1,342,345,399.26,0.007514,0.010018,19.69,66.0,4.826,11119,17.94
20160405_171716_1281_721,10,10,3,1044,1054,1216.37,0.008221,0.008221,15.48,58.0,11.201,25807,173.38
20160405_171716_1921_721,11,11,1,888,909,1037.82,0.010599,0.010599,21.49,74.0,12.8663,29644,2.84
20160405_171716_1_1081,7,5,1,522,524,608.09,0.008223,0.011512,24.06,60.0,9.02,20782,93.2
20160405_171716_1_361,4,1,3,227,226,253.75,0.003941,0.015763,10.34,33.17,1.2231,2818,178.04
20160405_171716_1_721,11,13,2,1283,1308,1555.29,0.008359,0.007073,21.89,68.71,18.9839,43739,14.81
20160405_171716_641_361,9,9,1,837,845,947.72,0.009496,0.009496,18.76,65.52,11.0269,25406,176.8
20160405_171716_641_721,5,4,2,255,261,294.55,0.01358,0.016975,10.83,40.0,1.7326,3992,18.84
20160405_171723_1281_1,16,17,2,834,880,998.05,0.017033,0.016031,12.09,52.34,6.1944,14272,89.53
20160405_171723_1281_361,14,12,2,865,883,1027.56,0.011678,0.013625,24.91,85.91,11.3763,26211,72.65
20160405_171723_1281_721,18,12,4,1496,1508,1751.97,0.006849,0.010274,25.35,71.16,24.5221,56499,1.71
20160405_171723_1921_1081,11,9,1,886,897,1032.45,0.008717,0.010654,33.12,102.33,18.1593,41839,28.37
20160405_171723_1921_721,5,5,1,446,463,528.86,0.009454,0.009454,31.09,82.75,6.8563,15797,27.79
20160405_171723_1_721,13,12,2,1035,1056,1215.47,0.009873,0.010695,22.73,65.51,15.809,36424,11.51
20160405_171723_641_721,14,15,2,1127,1143,1313.66,0.011419,0.010657,27.23,81.12,17.4948,40308,177.78
20160405_172849_1281_1,38,21,11,1761,1773,2045.55,0.010266,0.018577,7.29,29.58,8.4787,19535,155.66
20160405_172849_1281_1081,14,7,5,742,751,868.64,0.008059,0.016117,10.29,36.36,4.6163,10636,25.72
20160405_172849_1281_361,19,11,11,1355,1360,1572.08,0.006997,0.012086,23.56,95.54,16.5395,38107,17.01
20160405_172849_1281_721,24,13,8,1543,1568,1811.97,0.007175,0.013245,14.43,67.91,11.2912,26015,150.84
20160405_172849_1921_1,4,6,3,483,490,570.36,0.01052,0.007013,13.03,44.0,3.5803,8249,110.31
20160405_172849_1921_1081,10,4,3,612,617,738.78,0.005414,0.013536,12.84,37.15,5.9774,13772,166.25
20160405_172849_1921_361,1,0,1,192,191,198.46,0.0,0.005039,7.72,20.39,1.0924,2517,177.06
20160405_172849_1921_721,8,6,1,855,864,1004.0,0.005976,0.007968,19.87,57.16,12.5091,28821,22.0
20160405_172849_1_1,1,0,1,156,155,159.56,0.0,0.006267,10.72,26.0,0.6115,1409,178.89
20160405_172849_1_1081,3,1,1,356,356,422.27,0.002368,0.007104,25.83,79.56,7.5729,17448,117.06
20160405_172849_1_361,4,4,2,891,895,1011.39,0.003955,0.003955,44.57,164.79,23.9323,55140,7.82
20160405_172849_1_721,5,3,2,525,527,629.31,0.004767,0.007945,24.69,69.51,8.2001,18893,134.78
20160405_172849_641_1081,6,4,1,281,287,332.98,0.012013,0.018019,9.41,28.0,1.9319,4451,178.8
20160405_172849_641_361,9,9,1,1314,1336,1510.8,0.005957,0.005957,29.69,117.91,22.1402,51011,3.26
20160405_172849_641_721,12,9,2,1031,1039,1188.53,0.007572,0.010096,13.92,45.58,10.3012,23734,174.3
20160405_172854_1281_1081,3,1,2,206,205,217.01,0.004608,0.013824,8.32,27.97,0.5308,1223,95.3
20160405_172854_1281_721,10,19,6,1697,1724,1976.26,0.009614,0.00506,24.61,77.15,24.447,56326,179.02
20160405_172854_1921_1,5,2,2,454,455,502.22,0.003982,0.009956,10.99,32.36,3.5499,8179,170.82
20160405_172854_1921_1081,4,3,1,685,689,826.1,0.003632,0.004842,43.88,109.16,23.5664,54297,33.35
20160405_172854_1921_361,16,14,2,1039,1059,1234.63,0.011339,0.012959,10.88,39.2,8.1306,18733,134.54
20160405_172854_1921_721,3,2,2,313,312,384.07,0.005207,0.007811,35.02,100.67,5.4592,12578,84.54
20160405_172854_1_361,7,6,1,985,990,1166.04,0.005146,0.006003,28.42,98.66,19.5152,44963,23.41
20160405_172854_1_721,2,1,1,225,226,262.04,0.003816,0.007633,26.58,60.39,4.0629,9361,34.77
20160405_172854_641_1081,7,6,2,527,530,597.52,0.010042,0.011715,13.97,51.13,4.1476,9556,103.67
20160405_172854_641_721,9,20,3,1432,1467,1717.6,0.011644,0.00524,42.21,109.84,30.5152,70307,14.89
20160405_172908_1281_1,3,1,2,208,207,233.1,0.00429,0.01287,10.44,32.36,1.3863,3194,25.17
20160405_172908_1281_1081,8,2,3,371,369,414.98,0.00482,0.019278,18.95,64.0,4.9349,11370,174.66
20160405_172908_1281_361,2,0,2,58,56,65.53,0.0,0.030522,13.28,34.0,0.526,1212,94.84
20160405_172908_1281_721,25,18,7,1864,1887,2181.09,0.008253,0.011462,21.0,85.97,24.8737,57309,10.47
20160405_172908_1921_1081,6,5,1,752,758,859.48,0.005817,0.006981,21.37,67.16,12.7613,29402,11.19
20160405_172908_1921_721,3,0,2,128,126,142.57,0.0,0.021043,8.77,21.58,0.9049,2085,83.33
20160405_172908_1_1,3,1,1,130,131,160.41,0.006234,0.018702,16.54,44.8,1.7101,3940,24.03
20160405_172908_641_1,26,7,12,1201,1199,1375.45,0.005089,0.018903,26.17,104.69,18.1076,41720,21.67
20160405_172908_641_1081,8,6,3,897,901,1065.44,0.005631,0.007509,25.52,84.69,13.2365,30497,118.18
20160405_172908_641_361,16,9,9,1279,1286,1487.31,0.006051,0.010758,21.35,88.0,15.1619,34933,102.14
20160405_172908_641_721,17,9,7,1415,1413,1633.78,0.005509,0.010405,30.52,134.0,24.1059,55540,175.95
20160407_163125_1281_361,1,0,1,57,56,63.04,0.0,0.015863,16.65,47.94,0.4709,1085,178.24
20160407_163125_1281_721,19,31,3,1365,1407,1617.01,0.019171,0.01175,11.88,34.36,9.7109,22374,173.87
20160407_163125_1921_721,13,11,1,888,899,1041.08,0.010566,0.012487,13.85,43.55,8.5256,19643,1.96
20160407_163125_1_721,13,12,2,845,861,986.09,0.012169,0.013183,13.12,41.58,7.9891,18407,8.62
20160407_163125_641_361,4,3,3,516,517,558.01,0.005376,0.007168,18.59,67.11,4.066,9368,1.46
20160407_163125_641_721,13,11,6,888,899,1022.85,0.010754,0.01271,17.1,58.39,7.1063,16373,177.7
20160407_163515_1281_361,2,0,2,219,217,242.27,0.0,0.008255,19.15,53.15,2.6354,6072,2.8
20160407_163515_1281_721,10,7,4,746,748,869.36,0.008052,0.011503,18.05,70.0,7.4062,17064,4.63
20160407_163515_1921_721,7,7,1,733,738,833.68,0.008396,0.008396,24.29,90.29,13.2057,30426,0.45
20160407_163515_1_361,10,8,1,764,770,894.26,0.008946,0.011182,21.48,70.3,10.9006,25115,175.25
20160407_163515_1_721,1,0,2,137,135,146.6,0.0,0.006821,16.82,57.55,1.3672,3150,177.23
20160407_163515_641_361,6,4,2,643,647,717.83,0.005572,0.008359,12.94,41.96,4.8993,11288,177.85
20160407_163515_641_721,8,7,2,668,674,759.33,0.009219,0.010536,24.42,112.39,7.6493,17624,6.55
20160407_163522_1281_721,8,7,1,809,819,930.84,0.00752,0.008594,19.07,74.74,9.7435,22449,4.56
20160407_163522_1921_721,7,5,1,722,726,810.91,0.006166,0.008632,19.42,68.32,10.5221,24243,173.3
20160407_163522_1_361,5,1,3,176,175,189.08,0.005289,0.026443,8.5,30.76,0.8216,1893,5.47
20160407_163522_1_721,12,8,2,752,766,856.3,0.009343,0.014014,11.01,38.36,5.0768,11697,2.47
20160407_163522_641_361,7,3,3,334,336,377.42,0.007949,0.018547,11.26,33.6,2.0056,4621,177.24
20160407_163522_641_721,10,8,2,775,784,890.45,0.008984,0.01123,13.3,59.19,5.1441,11852,179.11
20160407_164918_1281_721,8,5,2,750,757,863.87,0.005788,0.009261,18.26,58.39,10.3203,23778,2.06
20160407_164918_1921_721,9,12,1,857,879,1027.7,0.011677,0.008757,15.37,56.78,7.9575,18334,156.76
20160407_164918_1_1,6,1,3,260,259,322.79,0.003098,0.018588,8.88,22.4,2.0043,4618,72.35
20160407_164918_1_361,12,8,4,514,519,616.34,0.01298,0.01947,6.46,18.0,2.503,5767,63.59
20160407_164918_1_721,10,7,2,528,539,618.94,0.01131,0.016157,9.65,29.16,3.4084,7853,18.29
20160407_164918_641_721,9,9,1,825,836,939.97,0.009575,0.009575,11.33,36.76,6.6862,15405,12.45
20160407_165009_1281_361,4,2,1,309,313,364.78,0.005483,0.010966,14.74,45.54,2.9193,6726,19.99
20160407_165009_1281_721,11,9,1,735,745,836.13,0.010764,0.013156,13.38,54.0,6.9579,16031,174.6
20160407_165009_1921_1081,0,0,1,111,110,118.28,0.0,0.0,10.89,32.76,0.569,1311,3.64
20160407_165009_1921_721,3,2,2,686,685,769.5,0.002599,0.003899,10.62,43.94,5.2925,12194,176.61
20160407_165009_1_361,7,6,1,836,840,946.04,0.006342,0.007399,16.69,55.18,9.5729,22056,173.57
20160407_165009_1_721,3,2,1,162,164,185.54,0.010779,0.016169,12.56,30.0,1.5317,3529,13.94
20160407_165009_641_1081,1,1,1,101,103,112.53,0.008887,0.008887,13.78,42.79,0.5373,1238,0.12
20160407_165009_641_361,7,5,1,774,779,898.29,0.005566,0.007793,14.98,51.54,8.5998,19814,10.1
20160407_165009_641_721,6,6,2,733,744,847.14,0.007083,0.007083,11.84,55.53,5.8507,13480,4.52
20160407_165210_1281_721,8,6,1,752,756,852.1,0.007041,0.009389,18.45,52.0,11.1098,25597,167.96
20160407_165210_1921_361,3,2,1,131,132,153.54,0.013026,0.019539,17.38,54.0,1.0603,2443,9.49
20160407_165210_1921_721,6,5,1,868,871,1000.65,0.004997,0.005996,20.89,61.99,12.9566,29852,169.52
20160407_165210_1_1081,5,6,2,578,587,669.84,0.008957,0.007464,12.23,39.2,4.7947,11047,9.17
20160407_165210_1_721,10,9,1,904,933,1060.99,0.008483,0.009425,11.11,28.78,7.5647,17429,8.37
20160407_165210_641_721,4,4,1,687,693,783.71,0.005104,0.005104,16.36,57.12,8.8303,20345,0.29
IMG_2917_1297_485,5,1,3,152,151,163.43,0.006119,0.030595,7.43,28.36,0.417,1308,1.42
IMG_2917_1_485,11,9,2,667,679,727.88,0.012365,0.015112,14.68,50.74,3.3335,10455,175.66
IMG_2917_1_969,3,1,1,263,264,282.23,0.003543,0.01063,28.45,80.69,2.493,7819,176.49
IMG_2917_649_485,10,8,1,700,707,774.52,0.010329,0.012911,8.24,24.38,3.0421,9541,1.71
IMG_2930_1297_969,9,9,1,812,822,906.91,0.009924,0.009924,15.83,46.0,6.5178,20442,174.38
IMG_2930_1945_969,7,9,2,773,795,898.55,0.010016,0.00779,21.97,70.0,7.3414,23025,178.18
IMG_2930_1_485,5,2,2,539,538,627.88,0.003185,0.007963,13.23,45.14,3.3106,10383,23.74
IMG_2930_1_969,1,0,1,393,392,449.58,0.0,0.002224,7.32,26.79,1.525,4783,20.76
IMG_2930_649_969,6,6,1,741,747,827.36,0.007252,0.007252,12.61,38.0,4.9657,15574,7.99
IMG_2932_1297_485,8,5,3,349,355,398.91,0.012534,0.020055,10.89,36.36,1.4871,4664,173.02
IMG_2932_1297_969,5,6,1,627,634,718.5,0.008351,0.006959,12.13,39.54,3.5905,11261,177.95
IMG_2932_1945_485,7,5,2,750,755,822.52,0.006079,0.00851,11.19,39.18,3.191,10008,3.88
IMG_2932_1945_969,2,5,1,646,653,705.19,0.00709,0.002836,11.35,40.0,2.8403,8908,179.78
IMG_2932_1_969,1,1,1,698,698,808.18,0.001237,0.001237,10.81,28.0,4.7113,14776,160.43
IMG_2932_649_969,5,3,1,670,672,767.27,0.00391,0.006517,11.63,35.58,4.6963,14729,167.09
IMG_2933_1297_485,8,8,1,741,752,846.85,0.009447,0.009447,10.27,31.58,4.5021,14120,168.64
IMG_2933_1945_485,11,11,1,846,863,985.61,0.011161,0.011161,10.73,36.36,4.5139,14157,170.44
IMG_2933_1_969,8,5,2,524,527,606.53,0.008244,0.01319,11.73,33.97,3.6291,11382,163.5
IMG_2933_649_485,10,7,2,657,664,734.83,0.009526,0.013609,14.25,43.55,4.1753,13095,172.99
IMG_2933_649_969,3,2,3,255,254,283.41,0.007057,0.010585,12.3,40.0,0.931,2920,172.77
IMG_2934_1297_969,11,9,2,754,763,850.81,0.010578,0.012929,10.44,30.0,4.3816,13742,5.7
IMG_2934_1945_485,3,2,1,191,193,215.37,0.009286,0.01393,15.08,38.39,1.3264,4160,179.7
IMG_2934_1945_969,8,7,2,606,610,689.53,0.010152,0.011602,9.6,27.97,3.2576,10217,1.96
IMG_2934_1_969,11,10,1,810,822,919.34,0.010877,0.011965,13.2,42.39,5.6232,17636,173.58
IMG_2934_649_969,8,7,1,818,824,925.48,0.007564,0.008644,11.03,39.15,4.5448,14254,0.15
IMG_2935_1297_485,5,3,1,359,361,406.98,0.007371,0.012286,9.59,25.98,1.7782,5577,7.38
IMG_2935_1297_969,8,7,2,478,483,553.0,0.012658,0.014466,12.58,33.56,2.869,8998,13.77
IMG_2935_1945_485,3,2,1,139,141,155.91,0.012828,0.019242,13.63,45.14,0.6093,1911,7.3
IMG_2935_1945_969,15,12,3,750,759,870.01,0.013793,0.017241,9.13,38.0,3.33,10444,168.47
IMG_2935_1_485,3,2,5,290,286,311.68,0.006417,0.009625,9.33,33.17,0.7831,2456,0.27
IMG_2935_1_969,8,8,2,713,719,808.88,0.00989,0.00989,12.86,51.54,4.0318,12645,179.68
IMG_2935_649_485,2,1,6,157,151,168.81,0.005924,0.011848,14.06,49.54,0.3657,1147,177.39
IMG_2935_649_969,19,12,3,700,712,796.5,0.015066,0.023854,10.29,42.0,3.2474,10185,177.41
IMG_2936_1297_969,29,29,2,1312,1341,1538.99,0.018843,0.018843,10.93,49.97,5.6053,17580,7.48
IMG_2936_1945_485,3,2,1,149,148,171.61,0.011654,0.017481,9.48,24.77,0.6935,2175,151.75
IMG_2936_1945_969,15,11,2,664,681,767.16,0.014339,0.019553,8.87,26.36,2.9742,9328,166.2
IMG_2936_1_969,17,15,1,871,890,1021.31,0.014687,0.016645,8.38,32.76,3.7216,11672,8.08
IMG_2936_649_969,19,17,1,1060,1084,1232.29,0.013795,0.015418,9.63,33.56,4.7731,14970,177.35
IMG_2937_1297_485,13,13,2,701,713,836.02,0.01555,0.01555,10.04,34.38,3.3297,10443,179.73
IMG_2937_1297_969,7,4,4,449,449,496.63,0.008054,0.014095,5.99,21.18,1.1233,3523,4.25
IMG_2937_1945_969,16,15,2,841,854,974.12,0.015398,0.016425,8.26,34.39,3.6696,11509,1.4
IMG_2937_1_485,19,18,1,861,883,999.39,0.018011,0.019012,9.03,37.58,3.4668,10873,179.42
IMG_2937_649_485,13,8,4,800,806,910.38,0.008788,0.01428,8.07,34.0,3.0858,9678,6.23
IMG_2937_649_969,9,8,2,318,328,369.42,0.021655,0.024362,6.72,23.97,0.8924,2799,176.27
IMG_2938_1297_1453,10,5,3,778,783,887.38,0.005635,0.011269,9.11,34.0,3.8287,12008,60.43
IMG_2938_1297_485,9,5,4,713,717,812.68,0.006152,0.011074,8.43,37.95,2.9853,9363,6.67
IMG_2938_1297_969,3,1,1,175,174,194.71,0.005136,0.015407,20.77,63.15,1.5738,4936,82.85
IMG_2938_1945_1,4,2,2,121,119,135.98,0.014708,0.029415,6.44,20.39,0.3549,1113,136.74
IMG_2938_1945_485,15,9,4,726,734,854.95,0.010527,0.017545,7.36,24.38,3.0109,9443,144.84
IMG_2938_1_969,5,3,1,622,626,685.23,0.004378,0.007297,11.42,36.0,4.1447,12999,173.05
IMG_2938_649_485,11,5,3,685,690,764.97,0.006536,0.01438,10.6,36.4,3.8845,12183,174.88
IMG_2938_649_969,3,3,1,464,467,518.78,0.005783,0.005783,11.49,52.76,2.5702,8061,82.2
IMG_2940_1297_485,24,18,4,773,787,900.08,0.019998,0.026664,9.08,31.97,3.1508,9882,0.14
IMG_2940_1945_485,17,15,2,764,779,889.18,0.016869,0.019119,8.04,23.18,3.1314,9821,170.32
IMG_2940_1_969,12,11,1,787,799,896.75,0.012266,0.013382,11.51,35.97,4.5308,14210,171.97
IMG_2940_649_485,8,6,2,693,699,782.67,0.007666,0.010221,8.95,28.0,3.3766,10590,172.64
