image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees,normalized_coverage,normalized_skeleton_length,normalized_max_width,normalized_branch_density,CSI,severity
20160330_165333_1921_721,15,13,8,1465,1495,1707.91,0.007612,0.008783,13.45,69.96,11.1636,25721,155.76,0.6519336237204133,1.0,0.5995555555555555,0.4549978332013329,67.66,High
20160330_165333_1_1081,8,7,2,785,792,922.48,0.007588,0.008672,13.83,56.0,7.6237,17565,162.13,0.42999597178052,0.5835598804983719,0.4444444444444444,0.4535632630493581,47.79,High
20160330_165333_1_721,7,3,4,803,805,914.77,0.00328,0.007652,19.54,67.2,9.1441,21068,17.55,0.5253190052022024,0.577634751534597,0.5688888888888889,0.19605792076988596,46.7,Moderate
20160330_165333_641_1081,2,1,2,424,424,461.28,0.002168,0.004336,8.99,26.0,2.0677,4764,174.68,0.08165686780073321,0.22912804157580768,0.1111111111111111,0.12958950372838804,13.79,Low
20160330_165333_641_721,9,9,2,1056,1064,1228.86,0.007324,0.007324,17.76,62.0,9.5191,21932,18.32,0.548830013840147,0.8190126706308419,0.5111111111111111,0.4377829913776356,57.92,High
20160330_165644_1281_1081,6,5,5,539,544,630.98,0.007924,0.009509,10.68,38.0,3.4293,7901,174.94,0.1670237727645341,0.35954235871622214,0.24444444444444444,0.473647245177005,31.12,Moderate
20160330_165644_1281_361,14,15,1,1209,1233,1411.53,0.010627,0.009918,13.87,50.76,10.9405,25207,170.16,0.6379461409814122,0.9593944226169322,0.3862222222222222,0.635215708543164,65.47,High
20160330_165644_1281_721,9,5,4,746,746,824.7,0.006063,0.010913,11.6,39.15,4.6354,10680,3.32,0.24264144614646727,0.5084160270511726,0.2572222222222222,0.3624082846426276,34.27,Moderate
20160330_165644_1921_361,7,5,3,997,1004,1150.22,0.004347,0.006086,8.82,28.36,6.8116,15694,165.46,0.37908053147418724,0.7585778921987725,0.13733333333333334,0.2598365187764312,38.37,Moderate
20160330_165644_1921_721,11,9,4,1135,1141,1300.89,0.006918,0.008456,13.91,56.0,10.7799,24837,161.4,0.6278771596820684,0.8743676692379373,0.4444444444444444,0.41351484630672897,59.01,High
20160330_165644_1_1081,6,6,2,659,665,757.78,0.007918,0.007918,10.79,36.79,5.0039,11529,173.56,0.26574493063468746,0.45698805944341453,0.23099999999999998,0.4732886026390113,35.68,Moderate
20160330_165644_1_361,2,1,1,193,192,203.18,0.004922,0.009843,13.61,38.0,0.8776,2022,1.3,0.007042330787352338,0.03077839364451149,0.24444444444444444,0.2942064286674935,14.41,Low
20160330_165644_1_721,15,14,1,1604,1624,1865.07,0.007506,0.008043,12.96,71.54,12.8225,29543,4.98,0.7559400563323765,1.0,0.6171111111111112,0.448661815030111,70.54,High
20160330_165644_641_1081,4,0,5,236,231,265.38,0.0,0.015073,9.03,27.57,1.3229,3048,105.4,0.03496086984462358,0.07857904494759797,0.12855555555555556,0.0,6.05,Low
20160330_165644_641_361,6,3,3,260,261,293.31,0.010228,0.020456,11.67,32.0,1.9297,4446,1.48,0.07300481662196961,0.10004322808096142,0.17777777777777778,0.6113659797665834,24.05,Low
20160330_165644_641_721,17,11,5,1731,1744,1969.75,0.005584,0.008631,11.83,45.58,14.8121,34127,164.91,0.8806800637618553,1.0,0.32866666666666666,0.33377665535946444,63.58,High
20160330_170014_1281_721,7,5,3,783,794,923.23,0.005416,0.007582,6.25,20.0,3.6133,8325,10.09,0.17855984100288558,0.5841362549111905,0.044444444444444446,0.32373466429564096,28.27,Moderate
20160330_170014_1921_721,5,10,1,847,879,977.58,0.010229,0.005115,6.2,20.0,3.487,8034,5.52,0.17064133329362585,0.6259041873601093,0.044444444444444446,0.6114257535229157,36.31,Moderate
20160330_170014_1_361,6,2,2,136,138,161.61,0.012375,0.037126,5.5,15.18,0.6037,1391,99.37,0.0,0.0,0.0,0.7397002346119935,18.49,Low
20160330_170014_1_721,8,9,1,726,734,820.16,0.010974,0.009754,8.87,34.0,4.046,9322,3.81,0.2056884101699219,0.5049270406055775,0.2,0.655957201990466,39.16,Moderate
20160330_170014_641_361,7,1,6,586,582,680.17,0.00147,0.010292,5.86,19.18,2.576,5935,173.96,0.11352525630917916,0.3973448352049492,0.03533333333333333,0.08786742180845498,15.85,Low
20160330_170014_641_721,3,0,3,228,225,253.99,0.0,0.011811,7.04,24.39,0.8997,2073,138.31,0.008427912896415205,0.06982583886492669,0.09322222222222223,0.0,4.29,Low
20160330_170114_1281_361,0,0,1,119,118,137.05,0.0,0.0,9.56,26.36,0.7656,1764,22.85,2.0376207486219865e-05,0.0,0.11511111111111111,0.0,2.88,Low
20160330_170114_1281_721,11,6,2,1343,1356,1561.86,0.003842,0.007043,8.11,29.58,8.0729,18600,172.88,0.45815902532762587,1.0,0.15088888888888888,0.2296507718286286,45.97,Moderate
20160330_170114_1921_721,1,5,1,880,903,1038.03,0.004817,0.000963,11.03,34.0,7.2435,16689,174.75,0.40615894382279594,0.6723599650332858,0.2,0.28793018425260386,39.16,Moderate
20160330_170114_1_721,7,8,3,915,940,1068.41,0.007488,0.006552,9.32,32.79,5.6628,13047,172.1,0.30705534021213193,0.6957069712485232,0.18655555555555556,0.4475858874161299,40.92,Moderate
20160330_170114_641_361,4,2,2,330,331,396.45,0.005045,0.01009,6.16,19.99,1.4766,3402,43.54,0.04459724858502912,0.17930623733177076,0.044333333333333315,0.30155860069636425,14.24,Low
20160330_170114_641_721,7,4,3,691,694,808.74,0.004946,0.008655,8.22,32.36,4.3438,10008,12.61,0.22435928582960157,0.49615077954639347,0.18177777777777776,0.29564099881946826,29.95,Moderate
20160330_170201_1281_721,5,3,1,669,671,748.04,0.00401,0.006684,7.05,24.77,3.3872,7804,11.55,0.16438427019478086,0.44950287706894404,0.09744444444444444,0.23969276289245203,23.78,Low
20160330_170201_1921_721,3,2,1,676,677,766.06,0.002611,0.003916,9.01,32.0,4.2227,9729,5.97,0.21676679744012134,0.4633512329609315,0.17777777777777778,0.15606927778358912,25.35,Low
20160330_170201_1_721,5,6,2,880,887,1011.68,0.005931,0.004942,13.9,57.12,7.3477,16929,166.78,0.41269186942299274,0.6521100106629267,0.45688888888888884,0.35451814880676635,46.91,High
20160330_170201_641_361,0,0,2,209,207,222.33,0.0,0.0,8.54,27.57,0.8082,1862,179.98,0.0026912267887567285,0.04549515365181224,0.12855555555555556,0.0,4.42,Low
20160330_170201_641_721,7,3,4,613,614,684.0,0.004386,0.010234,9.04,35.97,3.6285,8360,0.24,0.17951282055301024,0.40028818720640935,0.22188888888888889,0.2621676952733902,26.6,Low
20160330_170256_1281_721,5,4,2,1241,1243,1385.9,0.002886,0.003608,27.34,76.76,27.3828,63090,1.79,1.0,0.9396977876828789,0.6751111111111112,0.17250706077496675,69.68,High
20160330_170256_1921_721,1,0,1,659,658,715.16,0.0,0.001398,32.26,76.0,17.3568,39990,8.38,1.0,0.42423462281097807,0.6666666666666666,0.0,52.27,High
20160330_170256_1_1,2,1,1,177,177,189.84,0.005268,0.010535,22.35,69.94,1.2812,2952,6.37,0.03234644568408414,0.020526614088511908,0.5993333333333333,0.3148881483584632,24.18,Low
20160330_170256_1_361,1,1,1,709,709,816.7,0.001224,0.001224,40.21,155.59,19.8247,45676,23.17,1.0,0.5022680333144413,1.0,0.07316307775071354,64.39,High
20160330_170256_641_361,2,2,1,516,518,584.27,0.003423,0.003423,30.14,114.27,7.3481,16930,9.1,0.4127169478322066,0.32364576028588177,1.0,0.20460556792540233,48.52,High
20160330_170256_641_721,13,6,5,1009,1012,1148.69,0.005223,0.011317,23.31,70.0,16.7057,38490,14.2,0.9994012529800202,0.7574020883966226,0.6,0.3121983293235105,66.73,High
20160330_170302_1281_1,4,2,1,387,387,439.61,0.00455,0.009099,11.45,34.0,3.4319,7907,104.86,0.16718678242442386,0.21247466354143657,0.2,0.2719705913118845,21.29,Low
20160330_170302_1281_361,17,11,6,1280,1291,1483.2,0.007416,0.011462,17.83,68.0,14.4071,33194,46.39,0.8552881744328752,1.0,0.5777777777777777,0.44328217696020555,71.91,High
20160330_170302_1281_721,13,12,5,1250,1283,1514.13,0.007925,0.008586,24.43,87.88,20.1406,46404,173.39,1.0,1.0,0.7986666666666666,0.4737070189333373,81.81,High
20160330_170302_1921_1081,3,2,1,260,262,294.72,0.006786,0.010179,27.6,78.0,3.6094,8316,12.07,0.17831532651305093,0.10112681197706035,0.6888888888888889,0.40562471047086773,34.35,Moderate
20160330_170302_1921_721,3,3,1,784,789,867.7,0.003457,0.003457,27.95,86.0,14.6519,33758,12.05,0.8706361608717254,0.5414614933861037,0.7777777777777778,0.20663787564069994,59.91,High
20160330_170302_1_1081,5,3,2,425,429,489.06,0.006134,0.010224,8.19,32.76,2.1237,4893,177.71,0.08516784509066627,0.2504769498266074,0.1862222222222222,0.36665222134221964,22.21,Low
20160330_170302_1_721,9,9,6,1006,1017,1168.19,0.007704,0.007704,15.18,51.95,9.8941,22796,21.07,0.5723410224780915,0.7723878231299054,0.3994444444444445,0.46049701878390287,55.12,High
20160330_170302_641_1,14,9,6,628,635,745.18,0.012078,0.018787,17.2,56.33,7.0573,16260,39.59,0.39448494433376846,0.44730496930806257,0.44811111111111107,0.7219474289813057,50.3,High
20160330_170302_641_1081,1,1,1,393,392,434.66,0.002301,0.002301,22.21,76.0,3.9722,9152,179.61,0.2010614436699744,0.20867059241683406,0.6666666666666666,0.1375394133205816,30.35,Moderate
20160330_170302_641_361,3,1,3,178,176,212.45,0.004707,0.014121,19.34,56.0,2.013,4638,90.84,0.07822739534074503,0.037902381386948965,0.4444444444444444,0.28135507105605284,21.05,Low
20160330_170302_641_721,12,5,10,813,803,889.98,0.005618,0.013483,16.75,61.18,6.99,16105,153.14,0.39026550198354537,0.5585836559429006,0.502,0.335808963074762,44.67,Moderate
20160330_170308_1281_361,2,1,1,660,659,761.31,0.001314,0.002627,17.54,57.12,10.2496,23615,176.5,0.5946294586668629,0.4597008616797472,0.45688888888888884,0.07854271582061895,39.74,Moderate
20160330_170308_1281_721,8,4,3,750,750,874.26,0.004575,0.009151,17.82,65.18,9.3724,21594,19.92,0.5396325072609831,0.5465028482502234,0.5464444444444445,0.27346493522019155,47.65,High
20160330_170308_1921_1081,4,3,2,523,524,595.24,0.00504,0.00672,23.53,65.94,8.5951,19803,5.3,0.49089888855625163,0.3320761966973747,0.5548888888888889,0.30125973191470284,41.98,Moderate
20160330_170308_1921_361,3,1,1,552,552,614.13,0.001628,0.004885,20.54,57.12,8.8121,20303,9.05,0.5045039255547421,0.3465931469082317,0.45688888888888884,0.0973116753089556,35.13,Moderate
20160330_170308_1921_721,8,3,4,705,703,794.54,0.003776,0.010069,21.97,67.59,9.6597,22256,154.48,0.5576450746788005,0.4852380906636952,0.5732222222222223,0.22570570391069797,46.05,Moderate
20160330_170308_1_361,2,0,1,76,75,84.11,0.0,0.023778,22.41,61.94,0.5994,1381,165.32,0.0,0.0,0.5104444444444444,0.0,12.76,Low
20160330_170308_1_721,4,5,1,743,749,855.45,0.005845,0.004676,25.01,68.0,14.3069,32963,163.11,0.8490060329248164,0.5320473779767338,0.5777777777777777,0.3493776057621901,57.71,High
20160330_170308_641_361,11,12,3,1076,1084,1233.53,0.009728,0.008917,23.81,72.71,16.1523,37215,177.17,0.9647052738327175,0.822601561974659,0.6301111111111111,0.5814791016004422,74.97,High
20160330_170308_641_721,5,0,6,447,441,493.19,0.0,0.010138,12.68,43.16,3.1549,7269,8.57,0.14981998404386213,0.253650851593195,0.30177777777777776,0.0,17.63,Low
20160330_170348_1281_361,3,1,2,328,328,377.71,0.002648,0.007943,26.72,84.0,5.2938,12197,19.12,0.2839205077123945,0.16490456200347747,0.7555555555555555,0.15828090676788356,34.07,Moderate
20160330_170348_1281_721,3,7,2,578,601,673.49,0.010394,0.004454,20.52,56.0,6.9023,15903,9.95,0.3847670607634181,0.39221126043477855,0.4444444444444444,0.6212884233177424,46.07,Moderate
20160330_170348_1921_721,3,1,1,678,677,732.5,0.001365,0.004096,26.57,71.94,14.6645,33787,178.22,0.8714261307619604,0.4375603992353434,0.6215555555555555,0.08159117739356535,50.3,High
20160330_170348_1_721,2,0,1,596,595,634.76,0.0,0.003151,27.4,70.0,14.579,33590,6.47,0.866065620792509,0.3624472857568277,0.6,0.0,45.71,Moderate
20160330_170348_641_361,1,0,1,416,415,449.79,0.0,0.002223,35.31,95.88,7.3702,16981,166.19,0.41410252994126945,0.22029798557142727,0.8875555555555555,0.0,38.05,Moderate
20160330_170348_641_721,2,1,1,553,554,589.21,0.001697,0.003394,34.98,103.12,11.7109,26982,171.53,0.6862471571272054,0.32744214641831343,0.9680000000000001,0.10143606449588306,52.08,High
20160330_170428_1081_641,5,2,1,450,454,541.81,0.003691,0.009228,28.93,73.58,9.9544,22935,158.17,0.5761215926670731,0.2910152835281799,0.6397777777777778,0.22062493462245397,43.19,Moderate
20160330_170428_1_641,4,5,1,480,482,554.49,0.009017,0.007214,20.44,55.53,7.1098,16381,17.92,0.39777648554308076,0.30075985360089924,0.43922222222222224,0.5389799608481896,41.92,Moderate
20160330_170428_361_641,3,4,1,485,500,566.27,0.007064,0.005298,28.26,87.09,8.7713,20209,179.14,0.5019459278149339,0.3098127743782362,0.789888888888889,0.4222418147312422,50.6,High
20160330_170428_721_641,2,0,1,368,367,421.26,0.0,0.004748,24.1,61.13,7.793,17955,177.16,0.44061040848026406,0.19837270290780895,0.5014444444444445,0.0,28.51,Moderate
20160330_170501_1281_361,5,3,1,692,693,763.0,0.003932,0.006553,22.66,88.0,10.5404,24285,175.19,0.612861462165301,0.46099962535663175,0.8,0.23503040989853402,52.72,High
20160330_170501_1281_721,0,0,1,128,127,132.8,0.0,0.0,12.8,32.0,0.5855,1349,0.72,0.0,0.0,0.17777777777777778,0.0,4.44,Low
20160330_170501_1921_361,6,4,1,744,747,813.69,0.004916,0.007374,24.64,99.48,10.6675,24578,6.13,0.6208301266929885,0.49995485067099604,0.9275555555555556,0.29384778612949985,58.55,High
20160330_170501_1921_721,1,0,1,244,243,252.94,0.0,0.003953,15.44,64.39,1.3112,3021,2.67,0.03422732637511971,0.06901891468698068,0.5376666666666666,0.0,16.02,Low
20160330_170501_1_721,11,8,1,830,839,933.44,0.00857,0.011784,16.61,56.73,9.6493,22232,173.34,0.5569930360392414,0.591982631917694,0.45255555555555554,0.5122610917676593,52.84,High
20160330_170501_641_361,4,3,1,357,359,404.56,0.007415,0.009887,19.84,52.0,4.1641,9594,169.79,0.21309281049029857,0.1855387659823822,0.4,0.4432224032038733,31.05,Moderate
20160330_170501_641_721,4,2,2,527,526,576.95,0.003467,0.006933,19.03,55.18,6.5486,15088,173.75,0.3625914774161088,0.3180203460167726,0.43533333333333335,0.20723561320402276,33.08,Moderate
20160330_170504_1281_361,3,3,1,248,256,294.52,0.010186,0.010186,23.49,68.75,4.2426,9775,175.0,0.2180144482985083,0.10097311213364202,0.5861111111111111,0.6088554820006276,37.85,Moderate
20160330_170504_1281_721,2,2,2,628,629,718.47,0.002784,0.002784,28.05,75.9,11.9952,27637,160.23,0.7040716364759192,0.4267783552195507,0.6655555555555556,0.16641013762907395,49.07,High
20160330_170504_1921_361,4,2,1,661,662,725.37,0.002757,0.005514,35.41,137.41,15.076,34735,171.51,0.8972255442406649,0.43208099981748155,1.0,0.16479624620810232,62.35,High
20160330_170504_1921_721,0,0,1,197,196,203.46,0.0,0.0,17.07,40.0,1.0955,2524,178.44,0.020703794206573988,0.03099357342529709,0.26666666666666666,0.0,7.96,Low
20160330_170504_1_361,6,4,1,485,491,549.4,0.007281,0.010921,14.11,43.54,4.7517,10948,14.77,0.2499329936253818,0.29684819258590384,0.306,0.4352127198553475,32.2,Moderate
20160330_170504_1_721,5,3,1,410,412,459.22,0.006533,0.010888,15.79,45.54,4.487,10338,15.74,0.2333373563281447,0.2275449331885994,0.3282222222222222,0.3905019501188003,29.49,Moderate
20160330_170504_641_721,10,12,2,891,927,1048.78,0.011442,0.009535,18.04,56.79,11.523,26549,178.16,0.6744665743990194,0.6806213316170185,0.4532222222222222,0.6839313199539742,62.31,High
20160330_170507_1281_361,2,0,3,413,410,432.78,0.0,0.004621,22.68,70.0,3.1298,7211,178.96,0.1482463138656957,0.20722581388870212,0.6,0.0,23.89,Low
20160330_170507_1281_721,3,1,1,641,641,698.16,0.001432,0.004297,19.44,63.19,7.4983,17276,178.14,0.42213389049199135,0.4111701361204239,0.5243333333333333,0.08559601906782825,36.08,Moderate
20160330_170507_1921_721,8,6,2,746,754,852.17,0.007041,0.009388,16.51,48.33,9.7804,22534,11.88,0.5652124846590668,0.5295267005446739,0.3592222222222222,0.42086701833559975,46.87,High
20160330_170507_1_361,6,3,3,586,596,649.85,0.004616,0.009233,16.94,60.0,4.3563,10037,178.95,0.22514298611753308,0.3740439389427373,0.4888888888888889,0.27591565922981515,34.1,Moderate
20160330_170507_1_721,15,12,4,812,822,914.78,0.013118,0.016397,21.99,82.36,7.5004,17281,2.14,0.4222655521403638,0.5776424365267679,0.7373333333333333,0.7841121355668793,63.03,High
20160330_170507_641_361,7,5,3,495,500,566.69,0.008823,0.012352,14.73,43.18,5.467,12596,1.86,0.29477945890197316,0.3101355440494146,0.302,0.5273838521197267,35.86,Moderate
20160330_170507_641_721,8,6,1,407,414,472.4,0.012701,0.016935,17.14,47.97,4.4661,10290,10.57,0.23202700944672325,0.2376737528698643,0.3552222222222222,0.7591864791763175,39.6,Moderate
20160330_170848_1281_1,6,4,3,856,856,944.64,0.004234,0.006352,12.93,39.58,8.1762,18838,2.32,0.4646355245070916,0.6005898231491178,0.26199999999999996,0.2530820843108833,39.51,Moderate
20160330_170848_1281_361,2,1,1,386,385,423.52,0.002361,0.004722,17.14,45.94,4.7452,10933,85.85,0.24952546947565743,0.20010951113843556,0.33266666666666667,0.1411258387005185,23.09,Low
20160330_170848_1281_721,3,2,1,712,714,777.37,0.002573,0.003859,11.5,28.36,6.3676,14671,179.78,0.3512434972468609,0.4720429591062355,0.13733333333333334,0.15379787504296238,27.86,Moderate
20160330_170848_1921_1,5,2,2,352,353,388.21,0.005152,0.01288,11.85,34.0,3.181,7329,171.38,0.15145635024506307,0.17297380378293742,0.2,0.30795439262391844,20.81,Low
20160330_170848_1921_361,1,0,1,284,283,311.99,0.0,0.003205,11.95,38.0,1.9128,4407,164.48,0.07194525383268625,0.1143987934562292,0.24444444444444444,0.0,10.77,Low
20160330_170848_1921_721,2,2,2,594,594,676.84,0.002955,0.002955,12.27,42.0,4.9032,11297,161.13,0.25943144111511146,0.39478573281203483,0.28888888888888886,0.17663144996189423,27.99,Moderate
20160330_170848_1_1,5,4,1,463,466,534.76,0.00748,0.00935,20.98,59.97,7.76,17879,85.97,0.4385414397201249,0.28559736404768543,0.4885555555555555,0.4471076973654716,41.5,Moderate
20160330_170848_1_1081,8,5,3,802,805,908.97,0.005501,0.008801,13.31,45.94,7.8503,18087,170.17,0.44420289060014195,0.5731774560754668,0.33266666666666667,0.32881543358388493,41.97,Moderate
20160330_170848_1_361,2,1,1,451,451,523.07,0.001912,0.003824,22.97,58.76,7.9718,18367,84.36,0.451820457398836,0.27661360819988673,0.4751111111111111,0.11428742210732377,32.95,Moderate
20160330_170848_1_721,9,8,3,912,919,1074.33,0.007447,0.008377,15.16,56.36,10.1319,23344,73.09,0.5872501367557001,0.7002564866137043,0.4484444444444444,0.44513516340650633,54.53,High
20160330_170848_641_1,4,1,3,216,213,236.2,0.004234,0.016935,11.33,40.76,1.3359,3078,89.25,0.035775918144072334,0.05615423779287026,0.2751111111111111,0.2530820843108833,15.5,Low
20160330_170848_641_361,2,0,1,67,66,73.46,0.0,0.027227,16.75,48.0,0.5777,1331,87.3,0.0,0.0,0.35555555555555557,0.0,8.89,Low
20160330_170848_641_721,6,10,1,1225,1235,1421.81,0.007033,0.00422,12.05,37.18,10.9206,25161,162.45,0.6366984901230253,0.9672945945686319,0.23533333333333334,0.42038882828494145,56.49,High
20160330_170922_1281_721,5,10,2,1000,1023,1167.97,0.008562,0.004281,8.39,32.39,5.8095,13385,5.96,0.3162528467912959,0.7722187533021453,0.1821111111111111,0.5117829017170011,44.56,Moderate
20160330_170922_1921_1081,3,3,1,572,579,688.35,0.004358,0.004358,7.66,21.58,3.4423,7931,39.39,0.16783882106398285,0.40363115880075706,0.06199999999999998,0.2604940300960863,22.35,Low
20160330_170922_1921_721,4,1,2,719,719,827.11,0.001209,0.004836,9.17,27.58,5.2322,12055,4.44,0.28005843269346814,0.5102681101643629,0.12866666666666665,0.07226647140572931,24.78,Low
20160330_170922_1_361,14,12,4,999,1021,1167.63,0.010277,0.01199,6.97,21.18,4.9514,11408,1.45,0.2624533894253752,0.7719574635683343,0.057555555555555554,0.6142948938268652,42.66,Moderate
20160330_170922_641_1,3,2,1,377,383,444.3,0.004501,0.006752,6.22,16.8,1.8199,4193,85.14,0.06612079329277945,0.21607892486959535,0.008888888888888898,0.26904167725160266,14.0,Low
20160330_170922_641_361,14,8,5,1011,1020,1200.18,0.006666,0.011665,7.67,22.79,6.0256,13883,32.5,0.3298014573690554,0.7969721130846601,0.07544444444444444,0.39845185971099384,40.02,Moderate
20160330_170922_641_721,3,1,3,530,528,628.24,0.001592,0.004775,8.23,26.36,3.4727,8001,21.16,0.16974478016423222,0.35743667086139164,0.11511111111111111,0.09515982008099344,18.44,Low
20160330_172305_1281_361,7,5,2,635,640,712.49,0.007018,0.009825,20.87,62.0,9.0169,20775,170.31,0.5173440710722117,0.42218272990134403,0.5111111111111111,0.4194922219399572,46.75,Moderate
20160330_172305_1281_721,2,0,1,632,631,686.09,0.0,0.002915,12.6,36.79,6.1259,14114,176.09,0.33608986847941763,0.40189435057013045,0.23099999999999998,0.0,24.22,Low
20160330_172305_1921_361,3,4,1,536,545,619.97,0.006452,0.004839,17.74,43.54,7.3685,16977,171.1,0.41399594670211076,0.35108118233604557,0.306,0.38566027585588547,36.42,Moderate
20160330_172305_1921_721,2,0,1,604,603,717.74,0.0,0.002787,15.93,45.94,8.7396,20136,23.91,0.4999584638847395,0.426217350791074,0.33266666666666667,0.0,31.47,Moderate
